Ref,Storyline,Comments,CDate,UDate,CName,UName
1081,"David's Tractor","In 2007 Ruth and David were having matrimonial problems because of Ruth's near affair with Sam. David needed something to take his mind off his troubles.","02/27/07 16:10:33","02/27/07 16:14:05","fishec50","fishec50"
1082,"Maypole",,"02/27/07 16:16:58","02/27/07 16:16:58","fishec50","fishec50"
1083,"Terry Barford, George's son",,"03/01/07 14:25:57","03/01/07 14:25:57","fishec50","fishec50"
1084,"Acid House party",,"03/01/07 14:43:20","03/01/07 14:43:20","fishec50","fishec50"
1086,"Alice's Gap Year",,"03/08/07 12:26:18","03/08/07 12:26:18","fishec50","fishec50"
1087,"Fire",,"03/15/07 10:46:50","03/15/07 10:46:50","fishec50","fishec50"
1088,"Hedges",,"03/20/07 15:15:37","03/20/07 15:15:37","fishec50","fishec50"
1089,"Fallon's Love Life",,"03/20/07 15:38:14","03/20/07 15:38:27","fishec50","fishec50"
1090,"Churchyard",,"03/22/07 16:17:05","03/22/07 16:17:10","fishec50","fishec50"
1091,"Tony and Pat",,"03/23/07 17:15:25","03/23/07 17:15:25","fishec50","fishec50"
1093,"Uncle Tom and the Strawberry Thief",,"03/29/07 12:33:50","03/29/07 12:34:25","fishec50","fishec50"
1094,"Town Crier contest","Competition in a free newspaper The Courier","03/30/07 11:17:29","03/30/07 11:44:03","fishec50","fishec50"
1095,"Lower Loxley guides",,"03/30/07 12:01:11","03/30/07 12:01:11","fishec50","fishec50"
1096,"Home Farm Future",,"03/30/07 15:53:55","04/04/08 12:01:13","fishec50","fishec50"
1097,"Death of Siobhan","See ""Brian's Relationship with Ruairi"" and after her death see ""Ruairi in the Aldridge family""","04/04/07 16:32:11","06/19/07 10:30:07","fishec50","fishec50"
1098,"Freda at The Bull",,"04/05/07 11:40:05","04/05/07 11:40:05","fishec50","fishec50"
1099,"Emma's bedwetting",,"04/18/07 12:29:10","04/18/07 12:29:10","fishec50","fishec50"
1101,"Birth of Christopher Carter",,"04/20/07 17:21:04","04/20/07 17:21:04","fishec50","fishec50"
1102,"Jack and Jane",,"04/24/07 12:50:31","04/24/07 12:50:31","fishec50","fishec50"
1103,"Jack at The Echo",,"04/24/07 15:17:55","04/24/07 15:17:55","fishec50","fishec50"
1104,"Death of Bob Larkin",,"04/25/07 15:06:37","04/25/07 15:06:37","fishec50","fishec50"
1105,"Ed and Fallon",,"05/08/07 15:37:23","09/18/08 16:48:10","fishec50","fishec50"
1106,"Cricket Fun Run",,"05/08/07 16:28:07","05/08/07 16:28:07","fishec50","fishec50"
1107,"Pollution in The Am",,"05/09/07 11:49:32","05/09/07 11:49:32","fishec50","fishec50"
1108,"Sid and Polly at The Bull",,"05/14/07 15:46:14","05/14/07 15:46:14","fishec50","fishec50"
1109,"Jennifer the Writer",,"05/14/07 16:28:42","08/17/11 12:19:52","fishec50","fishec50"
1110,"Jennifer and Gordon",,"05/14/07 17:09:41","05/14/07 17:09:41","fishec50","fishec50"
1111,"Nelson's Wine Bar",,"05/17/07 16:15:33","05/17/07 16:15:33","fishec50","fishec50"
1112,"Church DIY Service",,"05/22/07 11:45:23","04/19/13 14:53:34","fishec50","fishec50"
1113,"Home Farm Riding Course",,"06/05/07 12:00:23","06/05/07 12:00:24","fishec50","fishec50"
1114,"Farming and The Countryside",,"06/13/07 14:25:00","06/27/07 16:18:04","fishec50","fishec50"
1115,"Ruairi in the Aldridge family",,"06/13/07 14:27:08","06/13/07 14:27:12","fishec50","fishec50"
1116,"Mike's love life",,"06/27/07 12:06:15","06/27/07 12:06:15","fishec50","fishec50"
1117,"Great Milk Debate","The WI debate - milk prices","06/27/07 16:32:46","06/27/07 16:34:32","fishec50","fishec50"
1118,"Smoking",,"06/28/07 16:40:08","07/22/11 17:18:29","fishec50","fishec50"
1119,"Lilian Dancing",,"06/29/07 11:40:49","06/29/07 11:40:49","fishec50","fishec50"
1120,"Cricket Village Cup",,"06/29/07 11:46:18","06/29/07 11:46:18","fishec50","fishec50"
1121,"Brenda Matt's Apprentice","See Matt and Chalkman's financial  problems","06/29/07 15:46:03","06/19/09 14:51:33","fishec50","fishec50"
1122,"Fly-tipping",,"06/29/07 16:10:22","06/29/07 16:10:22","fishec50","fishec50"
1124,"Betty's pregnancy",,"07/05/07 11:51:32","07/05/07 11:51:32","fishec50","fishec50"
1125,"Milk Snatcher",,"07/05/07 15:32:35","07/05/07 15:32:35","fishec50","fishec50"
1126,"Mike's diet",,"07/05/07 16:14:38","07/05/07 16:18:55","fishec50","fishec50"
1127,"Will and Nic",,"07/12/07 12:12:15","07/12/07 12:12:20","fishec50","fishec50"
1128,"Sid gets depressed",,"07/25/07 17:11:06","07/25/07 17:11:06","fishec50","fishec50"
1129,"Joby's reading problems",,"07/25/07 17:25:28","07/25/07 17:25:49","fishec50","fishec50"
1131,"Production - Chorale's Gilbert and Sullivan",,"07/25/07 17:44:40","07/30/10 13:54:09","fishec50","fishec50"
1132,"Lilian and Roger",,"07/26/07 17:24:36","07/26/07 17:24:36","fishec50","fishec50"
1133,"Poll Tax",,"08/03/07 16:01:50","08/03/07 16:01:50","fishec50","fishec50"
1134,"Alice and the RAF","Alice would have to join up for at least six years after completing her degree. University from 2008 for three years - 2011 + another six years in RAF = 2017","08/17/07 09:59:08","04/30/08 10:21:24","fishec50","fishec50"
1135,"Home Farm Riding and Fishing",,"08/17/07 11:11:36","08/17/07 11:12:31","fishec50","fishec50"
1136,"Hayley's Pregnancy",,"08/28/07 15:05:39","10/12/07 10:10:57","fishec50","fishec50"
1137,"Lynda the journalist",,"09/20/07 11:52:47","09/20/07 11:52:47","fishec50","fishec50"
1138,"Worm of Ambridge",,"09/20/07 14:56:15","09/20/07 15:00:04","fishec50","fishec50"
1139,"Ruth's breast reconstruction",,"10/12/07 10:26:44","10/12/07 10:26:44","fishec50","fishec50"
1140,"Young Farmers",,"10/26/07 11:04:50","10/26/07 11:04:50","fishec50","fishec50"
1141,"Emma's Love Life",,"10/26/07 17:00:52","10/26/07 17:00:52","fishec50","fishec50"
1142,"Church Pews",,"11/05/07 12:42:51","11/05/07 12:42:51","fishec50","fishec50"
1143,"Kathy's rape up to the court case","See Kathy and Owen the rape","11/05/07 16:50:24","05/12/08 16:36:59","fishec50","fishec50"
1144,"Mail van robbery",,"11/08/07 16:14:47","11/08/07 16:14:47","fishec50","fishec50"
1145,"Lower Loxley's shire horse",,"11/12/07 14:49:25","01/18/08 16:19:33","fishec50","fishec50"
1147,"Ambridge Slimmers Club",,"12/13/07 15:23:14","12/13/07 15:23:14","fishec50","fishec50"
1148,"Lilian Matt and Annabelle",,"12/14/07 12:35:39","12/14/07 12:35:39","fishec50","fishec50"
1149,"Grundys Christmas",,"01/04/08 16:32:46","01/04/08 16:32:50","fishec50","fishec50"
1150,"Jim's visit and broken leg",,"01/08/08 11:41:04","01/11/08 11:15:42","fishec50","fishec50"
1151,"Lower Loxley's Boiler",,"01/09/08 11:08:11","01/09/08 11:08:27","fishec50","fishec50"
1152,"Anaerobic Digester",,"01/09/08 12:43:29","01/09/08 12:43:29","fishec50","fishec50"
1153,"Matt and Annabelle",,"01/09/08 14:47:14","01/09/08 14:47:14","fishec50","fishec50"
1155,"Carol shoplifting",,"02/07/08 17:13:00","02/07/08 17:17:09","fishec50","fishec50"
1156,"Slimming Club","Clarrie, Eddie, Kenton, Christine, Nigel, Shula, Freda, Jill and Sabrina (who is already a size zero) and a couple of her friends","02/11/08 12:02:50","02/29/08 16:24:29","fishec50","fishec50"
1157,"Mark the Blacksmith",,"02/19/08 14:25:06","02/19/08 14:25:06","fishec50","fishec50"
1158,"Jim Coverdale and Eva",,"02/19/08 17:27:07","02/19/08 17:27:07","fishec50","fishec50"
1159,"Mike's Forestry work",,"02/28/08 14:57:14","02/28/08 14:57:14","fishec50","fishec50"
1160,"Willow Farm for rent",,"02/28/08 15:58:37","02/28/08 15:58:37","fishec50","fishec50"
1161,"Pub karaoke",,"02/29/08 12:35:59","02/29/08 12:35:59","fishec50","fishec50"
1162,"Star Gazing",,"04/07/08 17:00:47","04/07/08 17:00:47","fishec50","fishec50"
1163,"Roy and Hayley's premature baby",,"04/21/08 12:06:42","04/22/08 10:17:20","fishec50","fishec50"
1164,"Team Chasing",,"04/21/08 16:04:08","04/21/08 16:04:08","fishec50","fishec50"
1165,"T.B at Grange Farm","Also see storyline; Oliver's Dairy","04/23/08 10:20:55","09/17/08 17:20:08","fishec50","fishec50"
1166,"Matt's family",,"04/24/08 11:28:27","07/18/08 10:07:02","fishec50","fishec50"
1167,"Transition Community","steering committee: Caroline, Kathy, Nigel, Pat and Oliver","04/24/08 16:39:04","06/13/08 15:28:17","fishec50","fishec50"
1168,"Home Farm Power Struggle","March 2008 - Brian came to an agreement with Adam and Debbie. They are bosses of their own units. And at the end of the year they get two-thirds of farm profit. The farm’s effectively in their hands. They’ll make the decisions and run it as they see fit. However if they were to do anything detrimental to the long-term fertility of the land, or some other error - there is a clause in the contracts.  Ruairi’s interests are protected. He’ll still inherit a third share of the farm. So Brian is semi-retired -""very semi - there’s still no substitute for experience""","04/30/08 10:45:40","04/30/08 10:48:45","fishec50","fishec50"
1169,"Will Spoils George",,"04/30/08 17:09:21","04/30/08 17:09:21","fishec50","fishec50"
1170,"Killing of the Red Kite",,"05/06/08 15:19:44","05/06/08 15:19:44","fishec50","fishec50"
1171,"Alan and Usha's weddings",,"05/07/08 15:21:55","05/07/08 15:21:55","fishec50","fishec50"
1174,"Tony's bad back",,"05/15/08 11:49:08","05/15/08 11:49:08","fishec50","fishec50"
1175,"Lower Loxley Ha ha",,"05/15/08 12:41:20","05/15/08 12:41:20","fishec50","fishec50"
1176,"Martha in the village shop",,"05/21/08 15:55:28","05/21/08 15:55:28","fishec50","fishec50"
1177,"George Grundy and his Granddads",,"05/29/08 11:43:48","05/29/08 11:43:48","fishec50","fishec50"
1178,"Willow Farm Divided",,"05/29/08 14:52:51","05/29/08 14:52:51","fishec50","fishec50"
1179,"Jack Woolley the businessman",,"05/30/08 12:56:06","05/30/08 12:56:19","fishec50","fishec50"
1180,"Chrysanthemum and Dahlia Show",,"06/12/08 11:07:28","06/12/08 11:07:37","fishec50","fishec50"
1181,"Spoiling George",,"06/13/08 15:33:09","06/13/08 15:33:09","fishec50","fishec50"
1182,"Bridge Farm Packhouse",,"06/13/08 15:34:33","06/13/08 15:34:33","fishec50","fishec50"
1183,"Jill's holiday",,"06/17/08 16:45:09","06/17/08 16:45:09","fishec50","fishec50"
1184,"John's under age driving",,"06/24/08 15:06:09","03/21/13 10:34:39","fishec50","fishec50"
1185,"Millennium Wood Find",,"07/23/08 14:12:37","07/23/08 14:12:37","fishec50","fishec50"
1186,"Joe and Mildred",,"07/25/08 11:08:54","07/25/08 15:17:02","fishec50","fishec50"
1188,"Jolene and Wayne",,"08/20/08 16:16:27","08/20/08 16:17:38","fishec50","fishec50"
1189,"Mark's Birmingham job",,"09/02/08 15:59:59","09/02/08 15:59:59","fishec50","fishec50"
1190,"Pip and Jonathan",,"09/08/08 16:33:13","09/08/08 16:33:13","fishec50","fishec50"
1191,"Production - Gilbert and Sullivan Evening",,"09/11/08 10:45:22","09/11/08 10:45:22","fishec50","fishec50"
1192,"Brookfield Rotational Grazing System",,"09/17/08 17:39:24","01/08/09 16:58:34","fishec50","fishec50"
1193,"Will leaves Ambridge","After a fight with his brother on 1/8/08 William leaves the village without telling anyone  where he's going","09/18/08 12:38:44","09/18/08 15:08:44","fishec50","fishec50"
1194,"Sale of Bridge Farm",,"09/18/08 15:09:54","09/18/08 15:09:54","fishec50","fishec50"
1195,"Charlie Caroline's Old English Sheep Dog",,"09/23/08 15:10:00","09/23/08 15:10:00","fishec50","fishec50"
1196,"Death of Marjorie",,"09/24/08 10:35:46","09/24/08 10:35:46","fishec50","fishec50"
1197,"Alice and Christopher",,"09/24/08 12:27:22","09/24/08 12:27:22","fishec50","fishec50"
1198,"Flat above the Shop",,"10/16/08 14:26:45","10/16/08 14:26:45","fishec50","fishec50"
1199,"Jawbone in the pond",,"10/17/08 15:16:45","10/17/08 15:16:45","fishec50","fishec50"
1200,"Tom's Home Farm pig herd","Also see Brian and Tom's supermarket deal.
And Matt and Chalkman's financial  problems.
Always worth checking the word ""sausages"" as there are several storylines that cover both John's and Tom’s pigs.","10/31/08 11:12:30","11/10/11 11:32:51","fishec50","fishec50"
1201,"Shula's fertility problems",,"11/07/08 17:12:12","09/30/13 15:59:50","fishec50","fishec50"
1202,"Alan and Usha married life",,"11/19/08 14:41:16","11/19/08 14:41:16","fishec50","fishec50"
1203,"Pip and Izzy","Also see Pip's new school","11/19/08 15:52:07","11/19/08 15:52:34","fishec50","fishec50"
1204,"Gamblers Anonymous",,"12/01/08 16:31:58","12/01/08 16:32:00","fishec50","fishec50"
1205,"Debbie and Marshall",,"12/08/08 10:48:09","12/08/08 10:48:09","fishec50","fishec50"
1206,"Peggy's stroke","See Jack's Alzheimer's","01/07/09 17:04:40","01/07/09 17:05:33","fishec50","fishec50"
1207,"Usha runs a marathon",,"01/09/09 14:36:01","01/09/09 14:36:01","fishec50","fishec50"
1208,"Production - panto 2008 Jack & The Beanstalk","Everyone gets flu and there is a lot of recasting
Oliver plays the giant
Mike as Dame Trot
The giant's cook and butler - Tripe (David) and onions (Kenton) the comic duo
Lynda and Robert - the cow (in the end)
Susan  the giant's wife
Jack Fallon
Jill Brenda
Lorna make-up","01/19/09 16:52:25","01/17/11 14:56:51","fishec50","fishec50"
1209,"Matt and Chalkman's financial problems","For Tom Archer's bit of the storyline - see Tom's two pig herds - and Tom and Brenda. Also see Borchester Land and Matt speeding. Lilian and Matt.
Matt in prison","02/04/09 16:01:02","02/03/10 11:21:35","fishec50","fishec50"
1212,"Shula's reaction to Alan and Usha","Also see Usha and Alan","02/26/09 12:13:46","02/26/09 12:30:28","fishec50","fishec50"
1213,"David in the NFU",,"02/26/09 16:20:44","02/26/09 16:20:44","fishec50","fishec50"
1214,"Mike and Lorna",,"02/27/09 16:10:05","02/27/09 16:10:05","fishec50","fishec50"
1215,"Metal Detector",,"03/09/09 15:38:18","03/09/09 15:40:36","fishec50","fishec50"
1216,"Hi-tech Farming",,"03/24/09 14:52:21","03/24/09 14:52:21","fishec50","fishec50"
1217,"Jazzer and Hannah",,"03/27/09 12:24:05","03/27/09 12:24:05","fishec50","fishec50"
1218,"Brian and Tom's supermarket deal","Also see Tom's Home Farm pig herd:
Always worth checking the word ""sausages"" as there are several storylines that cover both John's and Tom’s pigs.","03/27/09 12:26:05","11/10/11 11:41:32","fishec50","fishec50"
1219,"Marmalade",,"04/01/09 14:54:24","04/01/09 14:54:24","fishec50","fishec50"
1220,"Bridge Farm waste disposal system",,"05/01/09 12:48:41","06/12/09 11:41:17","fishec50","fishec50"
1222,"Eddie's chocolate",,"05/29/09 15:10:08","06/02/09 14:10:24","fishec50","fishec50"
1223,"Mothers and Toddlers",,"06/09/09 16:27:06","04/29/10 10:37:19","fishec50","fishec50"
1224,"Child care",,"06/12/09 10:24:51","08/08/11 14:52:35","fishec50","fishec50"
1225,"Antony Gormley","See Vilage Fete 2009","06/12/09 10:25:59","10/02/09 16:53:56","fishec50","fishec50"
1226,"Valerie and Reggie",,"06/15/09 17:16:50","06/15/09 17:16:50","fishec50","fishec50"
1227,"Mike and Vicky",,"06/24/09 12:48:11","06/24/09 12:48:11","fishec50","fishec50"
1228,"Christopher's tattoo",,"07/16/09 10:44:21","07/16/09 11:18:10","fishec50","fishec50"
1229,"Emma at Lower Loxley",,"07/16/09 11:38:53","07/16/09 11:38:55","fishec50","fishec50"
1230,"Helen and Annette",,"07/16/09 16:46:21","07/16/09 16:46:21","fishec50","fishec50"
1231,"Annette in the village shop",,"08/20/09 16:21:25","08/20/09 16:21:25","fishec50","fishec50"
1232,"Tom Archer Bridge Farm sausages","From the move back to Bridge Farm in 2009
also see Tom Archer’s Borsetshire Sausages - new name from 2011
Always worth checking the word ""sausages"" as there are several storylines that cover both John's and Tom’s pigs.","09/07/09 16:49:12","11/10/11 11:33:10","fishec50","fishec50"
1233,"Barn Owls",,"09/18/09 15:22:41","09/18/09 15:22:41","fishec50","fishec50"
1234,"Flower Arranging Festival",,"09/22/09 12:00:14","10/07/09 15:26:05","fishec50","fishec50"
1235,"Matt speeding","Also see: Matt and Chalkman's financial problems","09/22/09 14:10:59","09/22/09 14:11:56","fishec50","fishec50"
1236,"Annette and Jazzer",,"09/29/09 09:56:54","09/29/09 09:56:54","fishec50","fishec50"
1237,"Jaxx the new look café-bar",,"10/05/09 16:04:47","12/01/11 15:48:32","fishec50","fishec50"
1238,"Phil the Magistrate",,"10/06/09 15:19:58","10/06/09 15:19:59","fishec50","fishec50"
1239,"Jim Lloyd moves to Ambridge",,"10/08/09 15:36:46","10/09/09 09:38:14","fishec50","fishec50"
1240,"Guerrilla Gardening",,"10/09/09 14:56:56","10/09/09 14:56:56","fishec50","fishec50"
1241,"Dog breeding",,"10/13/09 15:44:26","10/13/09 15:44:26","fishec50","fishec50"
1243,"Jim's car",,"10/15/09 14:36:28","10/15/09 14:36:28","fishec50","fishec50"
1244,"Alan and Usha go camping",,"10/15/09 17:01:07","10/15/09 17:01:07","fishec50","fishec50"
1245,"Brenda's employment",,"10/16/09 10:56:32","10/16/09 10:56:32","fishec50","fishec50"
1246,"Death of Aunt Laura",,"10/20/09 10:30:01","10/20/09 10:30:41","fishec50","fishec50"
1247,"Brenda's graduation",,"10/26/09 12:25:05","10/26/09 16:34:10","fishec50","fishec50"
1248,"Graffiti",,"10/26/09 15:35:23","10/26/09 15:35:23","fishec50","fishec50"
1249,"Vicky's Garden",,"11/11/09 17:30:32","11/12/09 10:37:26","fishec50","fishec50"
1250,"Peggy's finances",,"11/12/09 10:46:26","11/12/09 10:47:17","fishec50","fishec50"
1251,"Ed and Mike expand the herd and milk round","A five 5 year tenancy goes from 1/1/10 to 1/1/15
50 acres of marginal land - Church Spinney","11/12/09 11:48:36","10/24/13 15:56:04","fishec50","fishec50"
1252,"David's 50th birthday and holiday",,"11/12/09 14:32:58","12/18/09 16:07:11","fishec50","fishec50"
